SiteID;SiteName;SiteCode;FullSiteCode;Latitude;Longitude;Elevation;State;Regione;Comments
2234;TRIGNO a CAPRAFICA;7160;OD:7160;41,88888889;14,63577778;312;Italia;Abruzzo;Quota ricavata da dem
2235;TRIGNO A SAN SALVO;7190;OD:7190;42,03333333;14769;18;Italia;Abruzzo;Quota ricavata da dem
2236;VILLALAGO;720;OD:720;41,93722222;13,84111111;943;Italia;Abruzzo;Quota ricavata da dem
2237;BIFERNO a PONTE  RIO FREDDO;7330;OD:7330;41,48333333;14,48566667;475;Italia;Abruzzo;Quota ricavata da dem
2238;BIFERNO a P.TE FIUMARA;7340;OD:7340;41,48444444;14,48575;475;Italia;Abruzzo;Quota ricavata da dem
2239;BIFERNO A COLLEDANCHISE;7350;OD:7350;41,5;14,53566667;570;Italia;Abruzzo;Quota ricavata da dem
2240;BIFERNO a CASTROPIGNANO;7355;OD:7355;41,60305556;14,55244444;669;Italia;Abruzzo;Quota ricavata da dem
2241;BIFERNO a RIPALIMOSANI;7360;OD:7360;41,63333333;14619;428;Italia;Abruzzo;Quota ricavata da dem
2242;BIFERNO a GUARDIALFIERA;7370;OD:7370;41,8;14819;185;Italia;Abruzzo;Quota ricavata da dem
2243;BIFERNO a PONTE LISCIONE;7380;OD:7380;41,81666667;14,85233333;113;Italia;Abruzzo;Quota ricavata da dem
2244;CIGNO A PONTE CIGNO;7390;OD:7390;41,78333333;14919;295;Italia;Abruzzo;Quota ricavata da dem
2245;COCULLO;740;OD:740;42,03333333;13769;978;Italia;Abruzzo;Quota ricavata da dem
2246;BIFERNO ad ALTOPANTANO;7400;OD:7400;41,99611111;15,00238889;2;Italia;Abruzzo;Quota ricavata da dem
2247;ANVERSA  (ex CENT.LE ANVERSA);750;OD:750;41,99444444;13,80277778;538;Italia;Abruzzo;Quota ricavata da dem
2248;FORTORE a P.TE BARREA;7610;OD:7610;41,48388889;14,95247222;370;Italia;Abruzzo;Quota ricavata da dem
2249;TAPPINO a GAMBATESA;7630;OD:7630;41,50944444;14,90244444;339;Italia;Abruzzo;Quota ricavata da dem
2250;FORTORE alla STRETTA  DI OCCHITO;7640;OD:7640;41,61666667;14,98566667;171;Italia;Abruzzo;Quota ricavata da dem
2251;FORTORE a P.TE RIPALTA;7680;OD:7680;41,85916667;15,26902778;42;Italia;Abruzzo;Quota ricavata da dem
2252;ROCCA PIA;770;OD:770;41,93333333;13,97638889;1139;Italia;Abruzzo;Quota ricavata da dem
2253;CASE INCILE;7710;OD:7710;41,99361111;13,45444444;660;Italia;Abruzzo;Quota ricavata da dem
2254;PETTORANO C.LE GIZIO;780;OD:780;41,96666667;13969;799;Italia;Abruzzo;Quota ricavata da dem
2255;CAMPO DI GIOVE;790;OD:790;42,01;14,03361111;1052;Italia;Abruzzo;Quota ricavata da dem
2256;SANTO STEFANO;80;OD:80;42,6475;13,60277778;734;Italia;Abruzzo;Quota ricavata da dem
2257;PACENTRO;800;OD:800;42,05;13,98566667;770;Italia;Abruzzo;Quota ricavata da dem
2258;SULMONA;810;OD:810;42,06861111;13,91444444;365;Italia;Abruzzo;Quota ricavata da dem
2259;ROCCACASALE;820;OD:820;42,12222222;13,88583333;447;Italia;Abruzzo;Quota ricavata da dem
2260;BAGNATURO;840;OD:840;42,09333333;13,90944444;414;Italia;Abruzzo;Quota ricavata da dem
2261;POPOLI;850;OD:850;42,15611111;13,82861111;248;Italia;Abruzzo;Quota ricavata da dem
2262;CASTEL DEL MONTE;860;OD:860;42,36694444;13,72361111;1470;Italia;Abruzzo;Quota ricavata da dem
2263;VILLA S.LUCIA;870;OD:870;42,33361111;13,77944444;1119;Italia;Abruzzo;Quota ricavata da dem
2264;S.STEFANO DI SESSANIO;880;OD:880;42,35;13,63566667;1427;Italia;Abruzzo;Quota ricavata da dem
2265;CARAPELLE CALVISIO;890;OD:890;42,3;13,68166667;922;Italia;Abruzzo;Quota ricavata da dem
2266;COLLURANIA;90;OD:90;42,65;13,73566667;287;Italia;Abruzzo;Quota ricavata da dem
2267;CAPESTRANO;900;OD:900;42,26888889;13,76222222;493;Italia;Abruzzo;Quota ricavata da dem
2273;COLLEPIETRO;910;OD:910;42,22111111;13,78;845;Italia;Abruzzo;Quota ricavata da dem
2274;BARISCIANO;920;OD:920;42,32361111;13,57388889;932;Italia;Abruzzo;Quota ricavata da dem
2275;FORCA DI PENNE;930;OD:930;42,28333333;13,83566667;834;Italia;Abruzzo;Quota ricavata da dem
2276;BUSSI OFFICINE;940;OD:940;42,19694444;13,84027778;315;Italia;Abruzzo;Quota ricavata da dem
2277;CENTRALE PRIMO  SALTO PESCARA;950;OD:950;42,2;13,88566667;245;Italia;Abruzzo;Quota ricavata da dem
2278;PESCOSANSONESCO;960;OD:960;42,25361111;13,88444444;464;Italia;Abruzzo;Quota ricavata da dem
2279;SANT'EUFEMIA A MAIELLA;970;OD:970;42,12055556;14,02583333;923;Italia;Abruzzo;Quota ricavata da dem
2280;CARAMANICO METEO;980;OD:980;42,15083333;14,01916667;785;Italia;Abruzzo;Quota ricavata da dem
2281;SALLE;990;OD:990;42,17861111;13,96083333;430;Italia;Abruzzo;Quota ricavata da dem
2282;Aventino a Selva di Altino;6780;OD:6780;42,123405;14,361025;99;;;
2283;Carpineto della Nora;1105;OD:1105;42,333972;13,8625;544;;;
2284;Casalanguida;1675;OD:1675;42,039233;14,487965;523;;;
2285;salinello a sant'omero;5105;OD:5105;42,795875;13,758581;144;;;
2286;Vomano a Montorio;5370;OD:5370;42,581524;13,63838;232;;;
2287;Campli, Castelnuovo;125;OD:125;42,729722;13,691667;389;;;
2288;Penne, Diga;385;OD:385;42,440111;13,915028;260;;;
2289;canistro;2630;OD:2630;41,941652;13,412865;553;;;
2290;vasto porto;9040;OD:9040;42,173782;14,709225;1;;;
2291;Campo di Giove, Tavola Rotonda;795;OD:795;42,024722;14,086111;2337;;;
2292;;9030;OD:9030;;;;;;
